"NOME_PROFISSIONAL";"OCUPACAO";"ESTABELECIMENTO_CNPJ"
"SERGIO NEGRAO SERRA JUNIOR";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MARIA ANGELICA PSF - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"CLAUDIA HITOMI TOTSUGUI MARIANO";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"DENISE SALETE DA ASSUMPCAO PETRINI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"KHRISTIANO MENDEZ RIBEIRO";"MEDICO PEDIATRA";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"LIANA ANTONIETA GEHR ALONSO";"MEDICO PEDIATRA";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"OSWALDO DA SILVA VARGAS JUNIOR";"MEDICO PEDIATRA";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"OSWALDO DA SILVA VARGAS JUNIOR";"MEDICO PEDIATRA";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"PATRICIA KMETEUK FAVARO";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"PATRICIA KMETEUK FAVARO";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"ROBSON KIMIO OSAKI";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS MEDIANEIRA - CNPJ: 13792329000184"
"CLAUDIA RAITANI RUBIN";"MEDICO PEDIATRA";"UMS MENONITAS - CNPJ: 13792329000184"
"ELLEN REGINA WIEBE TABORDA";"MEDICO PEDIATRA";"UMS MENONITAS - CNPJ: 13792329000184"
"JULIANA DA SILVA PERES";"MEDICO CLINICO";"UMS MENONITAS - CNPJ: 13792329000184"
"MARIA ELIZABETH GUTHER CAMATI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MENONITAS - CNPJ: 13792329000184"
"PAULO CESAR ZIMMERMANN FELCHNER";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MENONITAS - CNPJ: 13792329000184"
"PAULO CESAR ZIMMERMANN FELCHNER";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MENONITAS - CNPJ: 13792329000184"
"RENATA OLIVEIRA LIMA SILVEIRA";"MEDICO PEDIATRA";"UMS MENONITAS - CNPJ: 13792329000184"
"RICARDO ROSSI CARDOSO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MENONITAS - CNPJ: 13792329000184"
"SIMONE CRISTINA MIKOSZ GONCALVES";"MEDICO CLINICO";"UMS MENONITAS - CNPJ: 13792329000184"
"TANIA MARA SCHINZEL";"MEDICO PEDIATRA";"UMS MENONITAS - CNPJ: 13792329000184"
"TEREZA RACHEL DE MIRANDA GLASER JAKOBI";"MEDICO CLINICO";"UMS MENONITAS - CNPJ: 13792329000184"
"AMAURYS ADALBERTO DIAZ";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"ANA LUCIA VIEIRA ARANTES";"MEDICO CLINICO";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"CELIA DE MATTOS VALLE";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"DANIELA MARIANO SANTOS";"MEDICO CLINICO";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"EDUARDO CLAUDINO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"GLAUCIA GONCALVES DE SOUSA BETTEGA";"MEDICO PEDIATRA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"KARLA RENATA NAKAGAWA";"MEDICO PEDIATRA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"LAURO VITOR GABRIELLI DOS ANJOS";"MEDICO PEDIATRA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"NEWTON SPINOLA GARCIA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"PATRICIA PAMELLA FERREIRA DE SOUZA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"PAULO AMIR CZACZKES";"MEDICO PEDIATRA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"PEDRO IVAN MITOSO JUNIOR";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"YADRITZA LOPEZ ESPINOSA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MONTEIRO LOBATO PSF - CNPJ: 13792329000184"
"CLAUDIA RAITANI RUBIN";"MEDICO PEDIATRA";"UMS MORADIAS BELEM PSF - CNPJ: 13792329000184"
"LUCILAINE DO ROCIO SOARES DE LIMA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS BELEM PSF - CNPJ: 13792329000184"
"MARIA DA GRACA ARAUJO GARCIA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS BELEM PSF - CNPJ: 13792329000184"
"RICARDO ROSSI CARDOSO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MORADIAS BELEM PSF - CNPJ: 13792329000184"
"SIMONE BERNARDES DE CASTRO METRI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS BELEM PSF - CNPJ: 13792329000184"
"ALECSANDRO ZILIOTTO MACHADO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"ANA LUCIA VIEIRA ARANTES";"MEDICO CLINICO";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"DANIELA MARIANO SANTOS";"MEDICO CLINICO";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"EDUARDO CLAUDINO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"GLAUCIA GONCALVES DE SOUSA BETTEGA";"MEDICO PEDIATRA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"JULIANA DE OLIVEIRA ALVES CALADO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"KARLA RENATA NAKAGAWA";"MEDICO PEDIATRA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"LAURO VITOR GABRIELLI DOS ANJOS";"MEDICO PEDIATRA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"LAURO VITOR GABRIELLI DOS ANJOS";"MEDICO PEDIATRA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"PAULO AMIR CZACZKES";"MEDICO PEDIATRA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"PEDRO IVAN MITOSO JUNIOR";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"RODRIGO ALARCON DE BIASSIO SCHRUT";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"TELMA DE FATIMA OTTO KUTTNER";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS DA ORDEM PSF - CNPJ: 13792329000184"
"ALBERTO RAFAEL BATISTA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"DANIELA MARIANO SANTOS";"MEDICO CLINICO";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"GLAUCIA GONCALVES DE SOUSA BETTEGA";"MEDICO PEDIATRA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"KARINI YUMI OIZUMI OKABE";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"KARLA RENATA NAKAGAWA";"MEDICO PEDIATRA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"LAURO VITOR GABRIELLI DOS ANJOS";"MEDICO PEDIATRA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"MAURICIO MELLO SANTOS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"ORLANDO GONZALEZ DEL TORO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"PAULO AMIR CZACZKES";"MEDICO PEDIATRA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"PEDRO IVAN MITOSO JUNIOR";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"RAFAEL MENDONCA REY DOS SANTOS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"TELMA DE FATIMA OTTO KUTTNER";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS MORADIAS SANTA RITA PSF - CNPJ: 13792329000184"
"ALBANIR LAIER BORDIGNON";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"ARIOSVALDO LUNARDON";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"BRUNA VOLACO GONZALEZ DE CARVALHO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"EDUARDO BERTOL";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"GISLAINE NAOMI SHIMIZU";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"LIEN YAQUELIN CANADA SEMANAT";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"MELISSA HARUMI ISHIKAWA HIGAKI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"PAULO CESAR ZIMMERMANN FELCHNER";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"TAYCIELE SCHENKEL QUINTANA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"TAYCIELE SCHENKEL QUINTANA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"WILMA LILIA DE CASTRO E SOUZA SILVA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA APARECIDA PSF - CNPJ: 13792329000184"
"ADILSON HIDEKI NAKATA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"ANTONY SERPA ANTONIUK";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"CRISTIANE DA GRACA SCHUH";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"PEDRO HERRERIAS NETO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"SILVANA EMI TAKAHASHI DOS SANTOS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"TATIANA KAWAKAMI OLIVEIRA SANTOS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UMS NOSSA SENHORA DA LUZ PSF - CNPJ: 13792329000184"
"ANA LUCIA VIEIRA ARANTES";"MEDICO CLINICO";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"CINTIA DA SILVA";"MEDICO CLINICO";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"CINTIA SOARES BERTGES FRANCO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"DANIELA MARIANO SANTOS";"MEDICO CLINICO";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"DANIELA TIBURCIO RIGOTTO BANNWART";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"GLAUCIA GONCALVES DE SOUSA BETTEGA";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"JOSUE DE OLIVEIRA KERSTEN";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"KARLA RENATA NAKAGAWA";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"LAURO VITOR GABRIELLI DOS ANJOS";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"LAURO VITOR GABRIELLI DOS ANJOS";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"MARCOS ALESSANDRO BORNIOTTI";"MEDICO CLINICO";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"PAULO AMIR CZACZKES";"MEDICO PEDIATRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"PAULO EDUARDO DE PAIVA E VENTURELLI";"MEDICO CLINICO";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"PEDRO IVAN MITOSO JUNIOR";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"SHELDON RODRIGO BOTOGOSKI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"TALEL HADAYA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"VANESSA CRISTINA DA SILVEIRA GOMES";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOSSA SENHORA DO SAGRADO CORACAO - CNPJ: 13792329000184"
"CLAUDIA WEINGAERTNER PALM";"MEDICO CLINICO";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"DANIELA DO CARMO DE STEFANI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"GIOVANA MENEGARO";"MEDICO PEDIATRA";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"JACQUELINE EUZIERES";"MEDICO PEDIATRA";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"JOAO JOSE ALVES PEDREIRA JUNIOR";"MEDICO CLINICO";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"JOSE ROBERTO GARCIA LOPES";"MEDICO CLINICO";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"LUIZ RENATO LINZEMEYER SANTOS";"MEDICO CLINICO";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"MARCIA DA CONCEICAO VINHAS";"MEDICO CLINICO";"UMS NOVA ORLEANS - CNPJ: 13792329000184"
"ALBANIR LAIER BORDIGNON";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"ALINE FAGAN PASIANI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"ARIOSVALDO LUNARDON";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"BRUNA VOLACO GONZALEZ DE CARVALHO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"CINTIA DE PAULA BAULE";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"IDANIA MARRERO ESCALONA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"PAULO CESAR ZIMMERMANN FELCHNER";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"RAQUEL PREVAL ELIZASTIGUE";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"ROGERIO LUZ COELHO NETO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSTERNACK PSF - CNPJ: 13792329000184"
"ANGELA ALMEIDA MARQUES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"ENEAS EDUARDO SUCHARSKI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"JULIO CESAR SZULC NOGARA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"MARCELO PIOVEZAN";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"MARVELIS SUARES LABRADA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"PEDRO HERRERIAS NETO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"VITOR MOLINA MANSANO";"MEDICO GENERALISTA";"UMS OSWALDO CRUZ PSF - CNPJ: 13792329000184"
"AMANDA MARIA FERRAZ PEREIRA";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"ANTONIO CARLOS NEIVA DE CARVALHO";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"CAROLINA AGUIAR MOREIRA KULAK";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"CAROLINA FERREIRA VIANNA SISTE";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"CLOVIS CECHINEL";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"CRISTIANE MARIA LEAL VARDANA MARANGON";"MEDICO PEDIATRA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"CRISTIANE MARIA LEAL VARDANA MARANGON";"MEDICO PEDIATRA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"CRISTINA ALVES CARDOZO";"MEDICO PEDIATRA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"DAMARIS ESTER DALMAS";"MEDICO PSIQUIATRA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"DIRCEU ZORZETTO FILHO";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"ELIANE MARA CESARIO PEREIRA MALUF";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"FLAVIA TANAKA DE OLIVEIRA";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"FRANCISCO CARLOS MOUZINHO DE OLIVEIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"GENI MACHADO STROZZI";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"GILMAR LEAO LOBO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"GISLAINE OKUYAMA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"GUSTAVO MANOEL SCHIER DORIA";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"HELENA KADOWAKI";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"IVETE BERKENBROCK";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"JANAINA ALVES DE FRANCA HAIDER";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"JEANINE BERTOGNA";"MEDICO PEDIATRA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"JORGE WILSON SOUZA ALBINO";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"JULIANE MASSUE TAKAYAMA URAKAWA";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"LARISSA ALESSANDRA MEDEIROS";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"LUCI IOLANDA BENDHACK";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"LUIS HENRIQUE GOZZER HENRIQUES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"LUIZ TEOFILO MOREIRA GARCEZ";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"MARCELO GRECA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"MARCELO HONDA YAMAMOTO";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"MARCUS KIITI BORGES";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"MEIRE MAYUMI UTIME";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"MERY MORAES DOS SANTOS DA ROSA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"MILTON CARLOS MALAGHINI";"MEDICO PEDIATRA";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"NELSON TAKASHI CHO";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
"RAFFAEL MASSUDA";"MEDICO CLINICO";"UMS OUVIDOR PARDINHO PSF - CNPJ: 13792329000184"
